ASV,original_sample_name,value,level,LCT,class,order,family,genus,species,all_species
ASV1,E007,44536,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E025,111642,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E005,42932,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E011,38339,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E017,36729,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E033,4713,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E032,17946,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E020,74665,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E026,46601,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV1,E029,2647,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV11,E046,71204,species,Glyptocephalus zachirus,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Glyptocephalus zachirus
ASV12,E057,1634,species,Oncorhynchus kisutch,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Oncorhynchus kisutch
ASV12,E054,1815,species,Oncorhynchus kisutch,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Oncorhynchus kisutch
ASV12,E052,4216,species,Oncorhynchus kisutch,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Oncorhynchus kisutch
ASV13,E038,16117,species,Oncorhynchus nerka,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Oncorhynchus nerka
ASV14,E057,7174,species,Sebastes alutus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus,Sebastes alutus
ASV14,E056,9535,species,Sebastes alutus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus,Sebastes alutus
ASV14,E054,13002,species,Sebastes alutus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus,Sebastes alutus
ASV16,E051,1480,species,Oncorhynchus tshawytscha,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha
ASV2,E005,69,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E003,66,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E004,75,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E051,3012,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E002,56,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E050,27837,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E052,6843,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E028,15937,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV2,E001,14764,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV20,E028,14962,species,Oncorhynchus gorbuscha,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha
ASV20,E017,26445,species,Oncorhynchus gorbuscha,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha
ASV27,E026,4302,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV27,E046,25464,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV27,E050,167,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV27,E051,2314,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV27,E038,390,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV27,E054,165,species,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,Sebastes mystinus
ASV29,E022,574,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E025,613,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E018,231,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E033,550,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E039,882,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E027,7371,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV29,E026,10420,species,Phytichthys chirus,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,Phytichthys chirus
ASV32,E027,15878,species,Cymatogaster aggregata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata
ASV32,E039,5877,species,Cymatogaster aggregata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata
ASV32,E046,2774,species,Cymatogaster aggregata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata
ASV34,E027,10285,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV37,E052,2863,species,Oncorhynchus keta,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,Oncorhynchus keta
ASV37,E054,1291,species,Oncorhynchus keta,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,Oncorhynchus keta
ASV37,E057,955,species,Oncorhynchus keta,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,Oncorhynchus keta
ASV378,E054,611,species,Glyptocephalus zachirus,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Glyptocephalus zachirus
ASV4,E019,2896,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E038,117346,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E033,4078,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E035,24607,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E014,35584,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E050,610,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E039,16027,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E042,14136,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E036,101538,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E056,843,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E051,834,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E052,1089,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E044,2347,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV4,E054,534,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV41,E042,27849,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV433,E054,451,species,Thaleichthys pacificus,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,Thaleichthys pacificus
ASV47,E028,417,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV47,E049,950,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV5,E042,46035,species,Thaleichthys pacificus,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,Thaleichthys pacificus
ASV5,E051,41606,species,Thaleichthys pacificus,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,Thaleichthys pacificus
ASV52,E038,8679,species,Microstomus pacificus,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,Microstomus pacificus
ASV57,E028,44,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV57,E031,9082,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV6,E003,96145,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E050,13730,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E051,8536,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E054,24762,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E056,31850,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E057,16560,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E052,14143,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV6,E002,36887,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV64,E054,1512,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV64,E050,1101,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV64,E052,1231,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV7,E019,7365,species,Merluccius productus,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,Merluccius productus
ASV7,E052,1103,species,Merluccius productus,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,Merluccius productus
ASV7,E057,2012,species,Merluccius productus,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,Merluccius productus
ASV7,E047,150127,species,Merluccius productus,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,Merluccius productus
ASV7,E049,26802,species,Merluccius productus,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,Merluccius productus
ASV8,E001,39874,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E047,25972,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E049,10423,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E002,17184,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E024,6196,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E052,3051,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E054,5619,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E050,5948,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E051,1890,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E057,4701,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV8,E056,5633,species,Clupea pallasii,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Clupea pallasii
ASV81,E027,9463,species,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria
ASV83,E001,4120,species,Clinocottus acuticeps,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps,Clinocottus acuticeps
ASV83,E050,3461,species,Clinocottus acuticeps,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps,Clinocottus acuticeps
ASV83,E054,153,species,Clinocottus acuticeps,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps,Clinocottus acuticeps
ASV83,E056,572,species,Clinocottus acuticeps,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps,Clinocottus acuticeps
ASV88,E025,2088,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV88,E026,2831,species,Gadus chalcogrammus,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus
ASV9,E056,8954,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV9,E057,18144,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV9,E047,25186,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
ASV9,E054,15316,species,Squalus suckleyi,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus suckleyi,Squalus suckleyi
