set_number,LCT,gamma_detection_method,alpha_detection_method,beta_detection_method,set_read_index,weight_total_kg,pabs_trawl,p_abs_eDNA,area,line,net_tow,date,time_in_water_gmt,start_latitude_n,start_longitude_w,time_door_in,lat_door_in_deg,lat_door_in_min,long_door_in_deg,long_door_in_min,time_door_out,lat_door_out_deg,lat_door_out_min,long_door_out_deg,long_door_out_min,time_out_of_water_gmt,end_latitude_n,end_longitude_w,bottom_depth_m,depth_range_targeted_m,depth_mean,time_target_depth_start_gmt,time_target_depth_stop_gmt,average_wire_out,vessel_tow_speed_knots,codend_fullness,fraction_processed,notes,leg,lat_door_in_dd,long_door_in_dd,lat_door_out_dd,long_door_out_dd,duration_minutes
11,Diaphus theta,only trawl,only trawl,only trawl,0,0.028,1,0,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35
11,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,13.8159848117377,20.376,1,1,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35
12,Allosmerus elongatus,only trawl,only trawl,only trawl,0,0.028,1,0,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Alosa sapidissima,both eDNA/trawl,only eDNA,both eDNA/trawl,0.277052556963114,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,20.4581868599338,2.698,1,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,0.894846187602415,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Anoplopoma fimbria,both eDNA/trawl,only eDNA,only eDNA,0.578337801786457,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,8.27312776538787,0.34,1,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,2.02824712474726,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Oncorhynchus kisutch,both eDNA/trawl,only eDNA,both eDNA/trawl,2.24341235328162,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,5.63627015166444,43.49,1,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Oncorhynchus gorbuscha,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,6,2.76,1,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Cryptacanthodes giganteus,only eDNA,only eDNA,only eDNA,3,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Citharichthys stigmaeus,only eDNA,only eDNA,only eDNA,0.524541920706915,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Oncorhynchus keta,both eDNA/trawl,only trawl,both eDNA/trawl,0,1.338,1,0,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Engraulis mordax,only trawl,only trawl,only trawl,0,0.06,1,0,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,5.99242404620473,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Sebastes entomelas,both eDNA/trawl,only eDNA,only eDNA,0.169575256632449,0,0,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,8.602,1,0,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
12,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.00732408039945875,9.796,1,1,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27
13,Citharichthys stigmaeus,only eDNA,only eDNA,only eDNA,0.179575441975165,0,0,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.997239094422971,0.06,1,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,10.6268554271902,0,0,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,0.869452547761368,0,0,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.81595064686403,24.676,1,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,21,45.339,1,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.464,1,0,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Microstomus pacificus,only eDNA,only eDNA,only eDNA,3,0,0,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Clupea pallasii,both eDNA/trawl,only trawl,both eDNA/trawl,0,2.901,1,0,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Alosa sapidissima,both eDNA/trawl,only eDNA,both eDNA/trawl,0.541733539068104,0,0,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,26.7988178884982,17.998,1,1,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
13,Diaphus theta,only trawl,only trawl,only trawl,0,0.036,1,0,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14
14,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,2.7736052609695,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Anoplopoma fimbria,both eDNA/trawl,only eDNA,only eDNA,18.1689547162842,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Sebastes crameri,only eDNA,only eDNA,only eDNA,5.2765153179897,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Sebastes mystinus,only eDNA,only eDNA,only eDNA,3,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,0.110032955241402,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Leptoclinus maculatus,only eDNA,only eDNA,only eDNA,3,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Engraulis mordax,only trawl,only trawl,only trawl,0,0.028,1,0,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Alosa sapidissima,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.194,1,0,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Oncorhynchus gorbuscha,both eDNA/trawl,only eDNA,both eDNA/trawl,5.51609170252277,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.158,1,0,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,35.9378635403364,4.798,1,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
14,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,1.8124772200583,0,0,1,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18
