set_number,LCT,common_name,leg.x,location,date.x,size_class,number_retained_for_isotopes_and_other_analyses,fa_sample,comments,processed,individs_caught,species,kingdom,phylum,class,order,family,genus,level,area,line,net_tow,date.y,time_in_water_gmt,start_latitude_n,start_longitude_w,time_door_in,lat_door_in_deg,lat_door_in_min,long_door_in_deg,long_door_in_min,time_door_out,lat_door_out_deg,lat_door_out_min,long_door_out_deg,long_door_out_min,time_out_of_water_gmt,end_latitude_n,end_longitude_w,bottom_depth_m,depth_range_targeted_m,depth_mean,time_target_depth_start_gmt,time_target_depth_stop_gmt,average_wire_out,vessel_tow_speed_knots,codend_fullness,fraction_processed,notes,north_south,lat_door_in_dd,long_door_in_dd,lat_door_out_dd,long_door_out_dd,duration_minutes,weight_total_kg
10,Squalus suckleyi,Spiny Dogfish,2,Juan de Fuca Strait,2018-08-10T00:00:00Z,large,4,4,NA,Y,NA,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F29,10,18-08-10,16:35,48 31.212,124 34.479,16:46,48,31.277,124,34.658,17:15,48,31.578,124,37.501,17:21,48 31.661,124 37.805,150,80,80,16:50,17:12,94-123 fm,3.2-4.9,big catch,go through all samples for 20,Camera installed.,southern,48.521283333333336,-124.57763333333334,48.5263,-124.62501666666667,29,9.54
10,Thaleichthys pacificus,Eulachon,2,Juan de Fuca Strait,2018-08-10T00:00:00Z,NA,2,2,NA,Y,2,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JF,F29,10,18-08-10,16:35,48 31.212,124 34.479,16:46,48,31.277,124,34.658,17:15,48,31.578,124,37.501,17:21,48 31.661,124 37.805,150,80,80,16:50,17:12,94-123 fm,3.2-4.9,big catch,go through all samples for 20,Camera installed.,southern,48.521283333333336,-124.57763333333334,48.5263,-124.62501666666667,29,0.057999999999999996
11,Diaphus theta,Myctophiid sp,NA,NA,NA,NA,NA,NA,NA,NA,10,Diaphus theta,Animalia ,Chordata,Teleostei,Myctophiformes ,Myctophidae ,Diaphys,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,0.028
11,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,1,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,1.472
11,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-10T00:00:00Z,large,1,1,NA,Y,NA,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,1.472
11,Merluccius productus,Pacific Pacific Hake,NA,NA,NA,NA,NA,NA,NA,NA,19,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,20.376
11,Merluccius productus,Pacific Hake,2,Juan de Fuca Strait,2018-08-10T00:00:00Z,large,1,1,NA,Y,NA,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,20.376
11,Squalus suckleyi,Spiny Dogfish,NA,NA,NA,NA,NA,NA,NA,NA,12,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F27,11,18-08-10,20:20,48 28.477,124 30.917,20:29,48,28.341,124,30.823,21:04,48,28.994,124,32.067,21:09,48 28.807,124 32.219,213,200,200,20:36,20:57,275-330 fm,~2.3,1 basket,-,,southern,48.47235,-124.51371666666667,48.48323333333333,-124.53445,35,4.376
12,Allosmerus elongatus,White Bait Smelt,NA,NA,NA,NA,NA,NA,NA,NA,3,Allosmerus elongatus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Allosmerus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,0.028
12,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,large,1,1,NA,Y,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,2.698
12,Clupea pallasii,Pacific Herring,NA,NA,NA,NA,NA,NA,NA,NA,99,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,2.698
12,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,juvenile,5,5,samples taken for isotopes and FA from different individuals (because too small),Y,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,2.698
12,Engraulis mordax,Northern Anchovy,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,NA,4,3,NA,Y,4,Engraulis mordax,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,0.06
12,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,53,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,9.796
12,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,juvenile,10,5,samples taken for isotopes and FA from different individuals (because too small),Y,NA,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,9.796
12,Oncorhynchus gorbuscha,Pink Salmon ,NA,NA,NA,juvenile,NA,NA,NA,NA,100,Oncorhynchus gorbuscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,2.76
12,Oncorhynchus keta,Chum Salmon ,NA,NA,NA,juvenile,NA,NA,NA,NA,24,Oncorhynchus keta,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,1.338
12,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,NA,10,10,NA,Y (we have 8),10,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,8.602
12,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,juvenile,1,1,NA,Y,NA,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,8.602
12,Squalus suckleyi,Spiny Dogfish,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,small,5,5,NA,Y,NA,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,43.49
12,Squalus suckleyi,Spiny Dogfish,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,large,2,2,NA,Y,NA,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,43.49
12,Squalus suckleyi,Spiny Dogfish,NA,NA,NA,NA,NA,NA,NA,NA,100,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,43.49
12,Thaleichthys pacificus,Eulachon,NA,NA,NA,NA,NA,NA,NA,NA,69,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JF,F21,12,18-08-11,19:10,48 26.358,124 17.188,19:19,48,26.396,124,17.286,19:46,48,27.058,124,19.415,19:53,48 26.991,124 19.777,115,25,25,19:22,19:41,50-129 fm,3.1-4.5,~10 baskets,-,,southern,48.439933333333336,-124.2881,48.450966666666666,-124.32358333333333,27,0.34
13,Clupea pallasii,Pacific Herring,NA,NA,NA,NA,NA,NA,NA,NA,100,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,2.901
13,Diaphus theta,Myctophid,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,NA,0,6,NA,?,NA,Diaphus theta,Animalia ,Chordata,Teleostei,Myctophiformes ,Myctophidae ,Diaphys,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,0.036000000000000004
13,Diaphus theta,Myctophiid sp,NA,NA,NA,NA,NA,NA,NA,NA,6,Diaphus theta,Animalia ,Chordata,Teleostei,Myctophiformes ,Myctophidae ,Diaphys,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,0.036000000000000004
13,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,45.339
13,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,101,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,45.339
13,Merluccius productus,Pacific Pacific Hake,NA,NA,NA,NA,NA,NA,NA,NA,23,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,24.676000000000002
13,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-11T00:00:00Z,NA,8,8,scales taken from right side above lateral line,? (we have 2),8,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,6.464
13,Squalus suckleyi,Spiny Dogfish,NA,NA,NA,NA,NA,NA,NA,NA,100,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,17.998
13,Thaleichthys pacificus,Eulachon,NA,NA,NA,NA,NA,NA,NA,NA,6,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JF,F19,13,18-08-11,23:08,48 24.352,124 16.443,23:15,48,24.256,124,15.89,23:29,48,23.72,124,14.28,23:36,48 23.353,124 13.691,194,115-140,127.5,23:20,23:25,126-163 fm,4.5-6.1,-,-,Lots of fish larvae.,southern,48.404266666666665,-124.26483333333333,48.39533333333333,-124.238,14,0.06
14,Alosa sapidissima,American Shad,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,NA,1,1,NA,Y,1,Alosa sapidissima,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,0.194
14,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,medium,10,5,NA,Y,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,4.798
14,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,large,10,5,NA,Y,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,4.798
14,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,juvenile,2,0,NA,Y,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,4.798
14,Clupea pallasii,Pacific Herring,NA,NA,NA,NA,NA,NA,NA,NA,101,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,4.798
14,Engraulis mordax,Northern Anchovy,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,NA,1,1,NA,Y,1,Engraulis mordax,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,0.028
