#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
ASV3	Homo sapiens isolate PNG98 haplogroup B4a1a1a mitochondrion, complete genome	MN849867	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG94 haplogroup P1d mitochondrion, complete genome	MN849866	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG93 haplogroup Q3a1 mitochondrion, complete genome	MN849865	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG91 haplogroup B4a1a1 mitochondrion, complete genome	MN849864	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG87 haplogroup P2 mitochondrion, complete genome	MN849861	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG84 haplogroup B4a1a1a1c mitochondrion, complete genome	MN849860	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG83 haplogroup M27c mitochondrion, complete genome	MN849859	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG82 haplogroup Q1 mitochondrion, complete genome	MN849858	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV3	Homo sapiens isolate PNG81 haplogroup Q1 mitochondrion, complete genome	MN849857	9606	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Mammalia / Primates / Hominidae / Homo / Homo sapiens
ASV4	Gadus chalcogrammus voucher UW152907 mitochondrion, complete genome	MH035604	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW152898 mitochondrion, complete genome	MH035602	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151990_5 mitochondrion, complete genome	MH035600	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151990_4 mitochondrion, complete genome	MH035599	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151990_2 mitochondrion, complete genome	MH035597	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151990_1 mitochondrion, complete genome	MH035596	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151985_3 mitochondrion, complete genome	MH035593	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151985_2 mitochondrion, complete genome	MH035592	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151985_1 mitochondrion, complete genome	MH035591	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV4	Gadus chalcogrammus voucher UW151042 mitochondrion, complete genome	MH035590	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV5	Thaleichthys pacificus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151243	LC091603	240832	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Thaleichthys / Thaleichthys pacificus
ASV5	Spirinchus lanceolatus mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, tRNA-Leu(UUR), NADH dehydrogenase subunit 1, complete sequences and partial cds	AB095998	136040	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Spirinchus / Spirinchus lanceolatus
ASV5	Osmerus eperlanus isolate OSEP489 mitochondrion, complete genome	MH238074	29151	99.398	99	8.71e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Osmerus / Osmerus eperlanus
ASV5	Osmerus eperlanus isolate OSEP487 mitochondrion, complete genome	MH238073	29151	99.398	99	8.71e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Osmerus / Osmerus eperlanus
ASV5	Osmerus eperlanus isolate DM246 mitochondrion, complete genome	NC_052758	29151	99.398	99	8.71e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Osmerus / Osmerus eperlanus
ASV5	Spirinchus thaleichthys mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:150984	LC091612	260508	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Spirinchus / Spirinchus thaleichthys
ASV5	Allosmerus elongatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:150967	LC091608	433393	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Allosmerus / Allosmerus elongatus
ASV5	Spirinchus lanceolatus mitochondrial gene for 12S rRNA, partial sequence	LC021010	136040	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Spirinchus / Spirinchus lanceolatus
ASV5	Hypomesus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:14040-1	AB969847	203539	98.795	99	4.05e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Hypomesus / Hypomesus japonicus
ASV5	Osmerus mordax isolate F19-480 mitochondrion, partial genome	MW856916	8014	98.795	99	4.05e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Osmeriformes / Osmeridae / Osmerus / Osmerus mordax
ASV6	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: KU:29894	LC021225	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151069	LC091895	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119973	LC091893	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria isolate bacA mitochondrion, complete genome	KP777542	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057941	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria mitochondrion, complete genome	JX070112	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151039	LC091894	229290	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Anoplopoma fimbria mitochondrial genes for tRNA-Phe, 12S rRNA, partial and complete sequence	AB109301	229290	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV6	Erilepis zonifer mitochondrial DNA, complete genome	AP006785	270543	97.619	100	6.78e-74	289	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Erilepis / Erilepis zonifer
ASV6	Erilepis zonifer mitochondrial DNA, complete sequence	AP017436	270543	97.619	100	6.78e-74	289	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Erilepis / Erilepis zonifer
ASV7	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:152923	LC091818	89952	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:150138	LC091817	89952	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:047718	LC091816	89952	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:209642	LC069504	89952	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, bio_material: CBM(Chiba Museum) DNA No. 2004-037	LC091814	89952	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius productus voucher KU:IT:2306 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ215055	89952	99.248	78	7.03e-59	239	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV7	Merluccius gayi 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ215054	89948	97.744	78	1.52e-55	228	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius gayi
ASV8	Clupea pallasii CBM:ZF:20436 mitochondrial gene for 12S rRNA, partial sequence	LC552350	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151385	LC091582	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV8	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV8	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048004	LC091579	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV8	Sprattus sprattus isolate SEA0267 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818344	196075	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Sprattus / Sprattus sprattus
ASV9	Squalus suckleyi mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:047291	LC091559	7798	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus suckleyi
ASV9	Squalus acanthia complete mitochondrial genome	Y18134	7797	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV9	Squalus acanthias isolate RF52 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377805	7797	99.435	98	7.33e-84	322	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV9	Squalus mitsukurii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16988	LC277707	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV9	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16601	LC193288	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV9	Squalus montalbani mitochondrion, complete genome	KT459334	436291	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus montalbani
ASV9	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: OCF(Okinawa Churashima Foundation)-P20030410-16	AB974457	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV9	Cirrhigaleus australis mitochondrion, complete genome	KJ128289	662068	96.703	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Cirrhigaleus / Cirrhigaleus australis
ASV9	Cirrhigaleus barbifer mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:12294	AB938108	335024	96.703	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Cirrhigaleus / Cirrhigaleus barbifer
ASV9	Squalus mitsukurii Kuroshio Biological Research Foundation, Ichthyology, Kochi, Japan 1333 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC635111	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV10	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV10	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV10	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV10	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV10	Oncorhynchus mykiss isolate CES077 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798500	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV10	Oncorhynchus mykiss voucher NEFC_F16-293 mitochondrion, complete genome.	MF621750	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV10	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:040102	LC091621	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV10	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151072	LC091620	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV10	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:223890	LC069500	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV10	Oncorhynchus mykiss voucher LodgeLab Omykiss_1 mitochondrion, complete genome	KP013084	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV11	Glyptocephalus zachirus voucher University of Washington UW157687.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803051	195612	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus zachirus
ASV11	Glyptocephalus zachirus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:200432	LC049645	195612	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus zachirus
ASV11	Glyptocephalus stelleri mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192269	LC049644	238840	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus stelleri
ASV11	Glyptocephalus stelleri mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:14493	LC049631	238840	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus stelleri
ASV11	Microstomus kitt isolate DM166 mitochondrion, partial genome	MN122933	106175	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Microstomus / Microstomus kitt
ASV11	Glyptocephalus cynoglossus isolate MM06 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MN883231	34819	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus cynoglossus
ASV11	Glyptocephalus cynoglossus isolate MM05 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MN883230	34819	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus cynoglossus
ASV11	Glyptocephalus zachirus voucher University of Washington UW157687.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803052	195612	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus zachirus
ASV11	Glyptocephalus zachirus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151211	LC092090	195612	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Glyptocephalus / Glyptocephalus zachirus
ASV11	Microstomus achne mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15264	AB972100	89057	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Microstomus / Microstomus achne
ASV12	Oncorhynchus kisutch isolate FB4 mitochondrion, complete genome	MH003640	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV12	Oncorhynchus kisutch CBM:ZF:18912 mitochondrial gene for 12S rRNA, partial sequence	LC458077	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
