original_sample_name,query,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV2,Gadiformes,14764,0.19268069022912604,1,Gadidae,14764,0.19268069022912604,1,Gadus,14764,0.19268069022912604,1,Gadus chalcogrammus,14764,0.19268069022912604,1
E001,ASV207,Clupeiformes,20065,0.25455767986501404,1,Clupeidae,20065,0.25455767986501404,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E001,ASV23,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus/maliger,0,0,0
E001,ASV27,Gadiformes,14764,0.19268069022912604,1,Gadidae,14764,0.19268069022912604,1,Gadus,14764,0.19268069022912604,1,Gadus chalcogrammus,14764,0.19268069022912604,1
E001,ASV29,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes entomelas,0,0,0
E001,ASV3,Gadiformes,14764,0.19268069022912604,1,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E001,ASV32,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E001,ASV34,Gadiformes,14764,0.19268069022912604,1,Gadidae,14764,0.19268069022912604,1,Gadus,14764,0.19268069022912604,1,Gadus chalcogrammus,14764,0.19268069022912604,1
E001,ASV37,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E001,ASV378,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV4,Salmoniformes,43994,0.5581365844994481,1,Salmonidae,43994,0.5581365844994481,1,Oncorhynchus,43994,0.5581365844994481,1,Oncorhynchus nerka,39874,0.5058675767225302,1
E001,ASV41,Perciformes,0,0,0,Cryptacanthodidae,0,0,0,Cryptacanthodes,0,0,0,Cryptacanthodes giganteus,0,0,0
E001,ASV433,Clupeiformes,20065,0.25455767986501404,1,Clupeidae,20065,0.25455767986501404,1,Clupea,20065,0.25455767986501404,1,Clupea pallasii,20065,0.25455767986501404,1
E001,ASV47,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis laeta,0,0,0
E001,ASV5,Salmoniformes,43994,0.5581365844994481,1,Salmonidae,43994,0.5581365844994481,1,Oncorhynchus,43994,0.5581365844994481,1,Oncorhynchus kisutch,0,0,0
E001,ASV542,Clupeiformes,20065,0.25455767986501404,1,Clupeidae,20065,0.25455767986501404,1,Clupea,20065,0.25455767986501404,1,Clupea pallasii,20065,0.25455767986501404,1
E001,ASV592,Gadiformes,14764,0.19268069022912604,1,Gadidae,14764,0.19268069022912604,1,Gadus,14764,0.19268069022912604,1,Gadus chalcogrammus,14764,0.19268069022912604,1
E001,ASV6,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes alutus,0,0,0
E001,ASV64,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV7,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV8,Salmoniformes,43994,0.5581365844994481,1,Salmonidae,43994,0.5581365844994481,1,Oncorhynchus,43994,0.5581365844994481,1,Oncorhynchus nerka,39874,0.5058675767225302,1
E001,ASV83,Salmoniformes,43994,0.5581365844994481,1,Salmonidae,43994,0.5581365844994481,1,Oncorhynchus,43994,0.5581365844994481,1,Oncorhynchus gorbuscha,4120,0.4045028912030506,1
E001,ASV88,Gadiformes,14764,0.19268069022912604,1,Gadidae,14764,0.19268069022912604,1,Gadus,14764,0.19268069022912604,1,Gadus chalcogrammus,14764,0.19268069022912604,1
E001,ASV9,Salmoniformes,43994,0.5581365844994481,1,Salmonidae,43994,0.5581365844994481,1,Oncorhynchus,43994,0.5581365844994481,1,Oncorhynchus gorbuscha,4120,0.4045028912030506,1
E002,ASV1,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV11,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV12,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus keta,0,0,0
E002,ASV13,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus tshawytscha,0,0,0
E002,ASV136,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV137,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV14,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV15,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV16,Scorpaeniformes,36887,0.41260975252174287,1,Sebastidae,36887,0.4202817824768592,1,Sebastes,36887,0.4202817824768592,1,Sebastes mystinus,0,0,0
E002,ASV17,Scorpaeniformes,36887,0.41260975252174287,1,Sebastidae,36887,0.4202817824768592,1,Sebastes,36887,0.4202817824768592,1,Sebastes crameri,0,0,0
E002,ASV18,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV19,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV2,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV207,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E002,ASV23,Scorpaeniformes,36887,0.41260975252174287,1,Sebastidae,36887,0.4202817824768592,1,Sebastes,36887,0.4202817824768592,1,Sebastes caurinus/maliger,0,0,0
E002,ASV27,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV29,Scorpaeniformes,36887,0.41260975252174287,1,Sebastidae,36887,0.4202817824768592,1,Sebastes,36887,0.4202817824768592,1,Sebastes entomelas,0,0,0
E002,ASV3,Gadiformes,9051,0.07374834777970288,1,Merlucciidae,8995,0.37149546872270245,1,Merluccius,8995,0.37149546872270245,1,Merluccius productus,8995,0.37149546872270245,1
E002,ASV32,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E002,ASV34,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV37,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E002,ASV378,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV4,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus nerka,17184,0.1361108910891089,1
E002,ASV41,Perciformes,0,0,0,Cryptacanthodidae,0,0,0,Cryptacanthodes,0,0,0,Cryptacanthodes giganteus,0,0,0
E002,ASV433,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV47,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis laeta,0,0,0
E002,ASV5,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus kisutch,0,0,0
E002,ASV542,Clupeiformes,63128,0.5000237623762376,1,Clupeidae,63128,0.5000237623762376,1,Clupea,63128,0.5000237623762376,1,Clupea pallasii,63128,0.5000237623762376,1
E002,ASV592,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV6,Scorpaeniformes,36887,0.41260975252174287,1,Sebastidae,36887,0.4202817824768592,1,Sebastes,36887,0.4202817824768592,1,Sebastes alutus,36887,0.4202817824768592,1
E002,ASV64,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV7,Scorpaeniformes,36887,0.41260975252174287,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV8,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus nerka,17184,0.1361108910891089,1
E002,ASV83,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus gorbuscha,0,0,0
E002,ASV88,Gadiformes,9051,0.07374834777970288,1,Gadidae,56,4.562929483662977e-4,1,Gadus,56,4.562929483662977e-4,1,Gadus chalcogrammus,56,4.562929483662977e-4,1
E002,ASV9,Salmoniformes,17184,0.1361108910891089,1,Salmonidae,17184,0.1361108910891089,1,Oncorhynchus,17184,0.1361108910891089,1,Oncorhynchus gorbuscha,0,0,0
E003,ASV1,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV11,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV12,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus keta,0,0,0
E003,ASV13,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus tshawytscha,0,0,0
E003,ASV136,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV137,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV14,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E003,ASV15,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV16,Scorpaeniformes,96145,0.9817455091441211,1,Sebastidae,96145,1,1,Sebastes,96145,1,1,Sebastes mystinus,0,0,0
E003,ASV17,Scorpaeniformes,96145,0.9817455091441211,1,Sebastidae,96145,1,1,Sebastes,96145,1,1,Sebastes crameri,0,0,0
E003,ASV18,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV19,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV2,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV207,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E003,ASV23,Scorpaeniformes,96145,0.9817455091441211,1,Sebastidae,96145,1,1,Sebastes,96145,1,1,Sebastes caurinus/maliger,0,0,0
E003,ASV27,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV29,Scorpaeniformes,96145,0.9817455091441211,1,Sebastidae,96145,1,1,Sebastes,96145,1,1,Sebastes entomelas,0,0,0
E003,ASV3,Gadiformes,66,4.909143555751296e-4,1,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E003,ASV32,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E003,ASV34,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV37,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E003,ASV378,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV4,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV41,Perciformes,0,0,0,Cryptacanthodidae,0,0,0,Cryptacanthodes,0,0,0,Cryptacanthodes giganteus,0,0,0
E003,ASV433,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV47,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis laeta,0,0,0
E003,ASV5,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus kisutch,0,0,0
E003,ASV542,Clupeiformes,42090,0.30433619424299174,1,Clupeidae,42090,0.30433619424299174,1,Clupea,42090,0.30433619424299174,1,Clupea pallasii,42090,0.30433619424299174,1
E003,ASV592,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV6,Scorpaeniformes,96145,0.9817455091441211,1,Sebastidae,96145,1,1,Sebastes,96145,1,1,Sebastes alutus,96145,1,1
E003,ASV64,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV7,Scorpaeniformes,96145,0.9817455091441211,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E003,ASV8,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV83,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E003,ASV88,Gadiformes,66,4.909143555751296e-4,1,Gadidae,66,4.909143555751296e-4,1,Gadus,66,4.909143555751296e-4,1,Gadus chalcogrammus,66,4.909143555751296e-4,1
E003,ASV9,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E004,ASV1,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV11,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV12,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus keta,0,0,0
E004,ASV13,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus tshawytscha,0,0,0
E004,ASV136,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV137,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV14,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E004,ASV15,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E004,ASV16,Scorpaeniformes,50970,0.8046689869189682,1,Sebastidae,50970,0.8196309322774219,1,Sebastes,50970,0.8196309322774219,1,Sebastes mystinus,0,0,0
E004,ASV17,Scorpaeniformes,50970,0.8046689869189682,1,Sebastidae,50970,0.8196309322774219,1,Sebastes,50970,0.8196309322774219,1,Sebastes crameri,0,0,0
E004,ASV18,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV19,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV2,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV207,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E004,ASV23,Scorpaeniformes,50970,0.8046689869189682,1,Sebastidae,50970,0.8196309322774219,1,Sebastes,50970,0.8196309322774219,1,Sebastes caurinus/maliger,50970,1,1
E004,ASV27,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV29,Scorpaeniformes,50970,0.8046689869189682,1,Sebastidae,50970,0.8196309322774219,1,Sebastes,50970,0.8196309322774219,1,Sebastes entomelas,0,0,0
E004,ASV3,Gadiformes,9406,0.10816759686692838,1,Merlucciidae,9331,0.5438974457049571,1,Merluccius,9331,0.5438974457049571,1,Merluccius productus,9331,0.5438974457049571,1
E004,ASV32,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E004,ASV34,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV37,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E004,ASV378,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E004,ASV4,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E004,ASV41,Perciformes,0,0,0,Cryptacanthodidae,0,0,0,Cryptacanthodes,0,0,0,Cryptacanthodes giganteus,0,0,0
E004,ASV433,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV47,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis laeta,0,0,0
E004,ASV5,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus kisutch,0,0,0
E004,ASV542,Clupeiformes,29077,0.32505337998725586,1,Clupeidae,29077,0.32505337998725586,1,Clupea,29077,0.32505337998725586,1,Clupea pallasii,29077,0.32505337998725586,1
E004,ASV592,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV6,Scorpaeniformes,50970,0.8046689869189682,1,Sebastidae,50970,0.8196309322774219,1,Sebastes,50970,0.8196309322774219,1,Sebastes alutus,0,0,0
E004,ASV64,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E004,ASV7,Scorpaeniformes,50970,0.8046689869189682,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E004,ASV8,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E004,ASV83,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E004,ASV88,Gadiformes,9406,0.10816759686692838,1,Gadidae,75,8.624888119306431e-4,1,Gadus,75,8.624888119306431e-4,1,Gadus chalcogrammus,75,8.624888119306431e-4,1
E004,ASV9,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E005,ASV1,Clupeiformes,42932,0.8652330760394203,1,Clupeidae,42932,0.8652330760394203,1,Clupea,42932,0.8652330760394203,1,Clupea pallasii,42932,0.8652330760394203,1
E005,ASV11,Gadiformes,6687,0.1386342166227496,1,Gadidae,69,0.0014305011136488295,1,Gadus,69,0.0014305011136488295,1,Gadus chalcogrammus,69,0.0014305011136488295,1
E005,ASV12,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus keta,0,0,0
E005,ASV13,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus tshawytscha,0,0,0
E005,ASV136,Clupeiformes,42932,0.8652330760394203,1,Clupeidae,42932,0.8652330760394203,1,Clupea,42932,0.8652330760394203,1,Clupea pallasii,42932,0.8652330760394203,1
E005,ASV137,Gadiformes,6687,0.1386342166227496,1,Gadidae,69,0.0014305011136488295,1,Gadus,69,0.0014305011136488295,1,Gadus chalcogrammus,69,0.0014305011136488295,1
E005,ASV14,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E005,ASV15,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E005,ASV16,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes mystinus,0,0,0
E005,ASV17,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes crameri,0,0,0
E005,ASV18,Clupeiformes,42932,0.8652330760394203,1,Clupeidae,42932,0.8652330760394203,1,Clupea,42932,0.8652330760394203,1,Clupea pallasii,42932,0.8652330760394203,1
E005,ASV19,Clupeiformes,42932,0.8652330760394203,1,Clupeidae,42932,0.8652330760394203,1,Clupea,42932,0.8652330760394203,1,Clupea pallasii,42932,0.8652330760394203,1
E005,ASV2,Gadiformes,6687,0.1386342166227496,1,Gadidae,69,0.0014305011136488295,1,Gadus,69,0.0014305011136488295,1,Gadus chalcogrammus,69,0.0014305011136488295,1
E005,ASV207,Clupeiformes,42932,0.8652330760394203,1,Clupeidae,42932,0.8652330760394203,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E005,ASV23,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus/maliger,0,0,0
E005,ASV27,Gadiformes,6687,0.1386342166227496,1,Gadidae,69,0.0014305011136488295,1,Gadus,69,0.0014305011136488295,1,Gadus chalcogrammus,69,0.0014305011136488295,1
E005,ASV29,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes entomelas,0,0,0
E005,ASV3,Gadiformes,6687,0.1386342166227496,1,Merlucciidae,6618,0.6954445297085171,1,Merluccius,6618,0.6954445297085171,1,Merluccius productus,6618,0.6954445297085171,1
E005,ASV32,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E005,ASV34,Gadiformes,6687,0.1386342166227496,1,Gadidae,69,0.0014305011136488295,1,Gadus,69,0.0014305011136488295,1,Gadus chalcogrammus,69,0.0014305011136488295,1
E005,ASV37,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E005,ASV378,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
