#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
ASV3	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:209642	LC069504	89952	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV3	Merluccius productus mitochondrial gene for 12S rRNA, partial sequence, bio_material: CBM(Chiba Museum) DNA No. 2004-037	LC091814	89952	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV3	Merluccius productus voucher KU:IT:2306 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ215055	89952	99.248	78	7.03e-59	239	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius productus
ASV3	Merluccius gayi 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ215054	89948	97.744	78	1.52e-55	228	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Merlucciidae / Merluccius / Merluccius gayi
ASV4	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV4	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV4	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV4	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV4	Oncorhynchus mykiss isolate CES077 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798500	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV4	Oncorhynchus mykiss voucher NEFC_F16-293 mitochondrion, complete genome.	MF621750	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV4	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:040102	LC091621	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV4	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151072	LC091620	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV4	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:223890	LC069500	8017	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV4	Oncorhynchus mykiss voucher LodgeLab Omykiss_1 mitochondrion, complete genome	KP013084	8022	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV5	Oncorhynchus kisutch isolate FB4 mitochondrion, complete genome	MH003640	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch CBM:ZF:18912 mitochondrial gene for 12S rRNA, partial sequence	LC458077	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch voucher NEFC_F16-295 mitochondrion, complete genome.	MF621751	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch voucher NEFC_F16-322 mitochondrion, complete genome.	MF621749	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118083	LC091627	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151183	LC091626	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus kisutch mitochondrion, complete genome	NC_009263	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV5	Oncorhynchus keta mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:224700	LC069501	8018	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV5	Oncorhynchus keta mitochondrion, complete genome	NC_017838	8018	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV5	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV6	Sebastes baramenuke FAKU:81605 mitochondrial gene for 12S rRNA, partial sequence	LC552555	214491	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes baramenuke
ASV6	Sebastes alutus NSMT:P:90612 mitochondrial gene for 12S rRNA, partial sequence	LC519384	72055	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes alutus
ASV6	Sebastes joyneri CBM:ZF:20130 mitochondrial gene for 12S rRNA, partial sequence	LC519381	160817	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes joyneri
ASV6	Sebastes cheni CBM:ZF:18290 mitochondrial gene for 12S rRNA, partial sequence	LC519380	1738870	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes cheni
ASV6	Sebastes cheni CBM:ZF:18289 mitochondrial gene for 12S rRNA, partial sequence	LC519379	1738870	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes cheni
ASV6	Sebastes alutus FAKU:201587 mitochondrial gene for 12S rRNA, partial sequence	LC506683	72055	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes alutus
ASV6	Sebastes cheni CBM:ZF:19677 mitochondrial gene for 12S rRNA, partial sequence	LC492348	1738870	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes cheni
ASV6	Sebastes pachycephalus CBM:ZF:19757 mitochondrial gene for 12S rRNA, partial sequence	LC492344	201706	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes pachycephalus
ASV6	Sebastes alutus voucher University of Washington UW157691.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803056	72055	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes alutus
ASV6	Sebastes alutus voucher University of Washington UW157686.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803050	72055	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes alutus
ASV7	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: KU:29894	LC021225	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151069	LC091895	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119973	LC091893	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria isolate bacA mitochondrion, complete genome	KP777542	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057941	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria mitochondrion, complete genome	JX070112	229290	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151039	LC091894	229290	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Anoplopoma fimbria mitochondrial genes for tRNA-Phe, 12S rRNA, partial and complete sequence	AB109301	229290	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Anoplopoma / Anoplopoma fimbria
ASV7	Erilepis zonifer mitochondrial DNA, complete genome	AP006785	270543	97.619	100	6.78e-74	289	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Erilepis / Erilepis zonifer
ASV7	Erilepis zonifer mitochondrial DNA, complete sequence	AP017436	270543	97.619	100	6.78e-74	289	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Anoplopomatidae / Erilepis / Erilepis zonifer
ASV8	Oncorhynchus nerka mitochondrial gene for 12S rRNA, partial sequence	LC340053	8023	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	99.412	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	99.412	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	99.412	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus nerka mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:043713	LC091630	8023	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus keta mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:042256	LC091629	8018	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV8	Oncorhynchus keta mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:224700	LC069501	8018	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV8	Oncorhynchus keta mitochondrion, complete genome	NC_017838	8018	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV8	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	99.412	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV8	Oncorhynchus mykiss albino mutant 12S ribosomal RNA, complete sequence; tRNA-Val, complete sequence and 16S ribosomal RNA, complete sequence, mitochondrial genes for mitochondrial products	AF125509	8022	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV9	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:040102	LC091621	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV9	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151072	LC091620	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV9	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:223890	LC069500	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV9	Oncorhynchus gorbuscha mitochondrion, complete genome	EF455489	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV9	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV9	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV9	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV9	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV9	Oncorhynchus mykiss isolate CES077 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798500	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV9	Oncorhynchus mykiss voucher NEFC_F16-293 mitochondrion, complete genome.	MF621750	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV10	Gadus morhua mitochondrion, complete genome	MN122852	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus chalcogrammus voucher UW151985_5 mitochondrion, complete genome	MH035595	1042646	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151985_4 mitochondrion, complete genome	MH035594	1042646	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999407	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999106	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999105	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999102	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999101	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999100	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV10	Gadus morhua genome assembly, organelle: mitochondrion	LS999099	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus chalcogrammus voucher UW152893 mitochondrion, complete genome	MH035601	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus isolate 3212 12S ribosomal RNA gene, partial sequence; mitochondrial	KP644357	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW152907 mitochondrion, complete genome	MH035604	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW152898 mitochondrion, complete genome	MH035602	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151990_5 mitochondrion, complete genome	MH035600	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151990_4 mitochondrion, complete genome	MH035599	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151990_2 mitochondrion, complete genome	MH035597	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151990_1 mitochondrion, complete genome	MH035596	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151985_3 mitochondrion, complete genome	MH035593	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151985_2 mitochondrion, complete genome	MH035592	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV12	Oncorhynchus keta mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:224700	LC069501	8018	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV12	Oncorhynchus keta mitochondrion, complete genome	NC_017838	8018	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV12	Oncorhynchus nerka mitochondrial gene for 12S rRNA, partial sequence	LC340053	8023	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	98.824	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	98.824	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
