original_sample_name,query,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV6,Actinopterygii,12050,0.8364570317923088,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV616,Actinopterygii,12050,0.8364570317923088,1,Osmeriformes,6722,0.4666111342496182,1,Osmeridae,6722,0.4666111342496182,1,Thaleichthys,6722,0.4666111342496182,1,Thaleichthys pacificus,6722,0.4666111342496182,1
E001,ASV62,Actinopterygii,12050,0.8364570317923088,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Eopsetta,0,0,0,Eopsetta jordani,0,0,0
E001,ASV633,Actinopterygii,12050,0.8364570317923088,1,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV67,Actinopterygii,12050,0.8364570317923088,1,Scorpaeniformes,0,0,0,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0
E001,ASV68,Actinopterygii,12050,0.8364570317923088,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV7,Actinopterygii,12050,0.8364570317923088,1,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E001,ASV70,Actinopterygii,12050,0.8364570317923088,1,Perciformes,0,0,0,Stichaeidae,0,0,0,Leptoclinus,0,0,0,Leptoclinus maculatus,0,0,0
E001,ASV719,Actinopterygii,12050,0.8364570317923088,1,Salmoniformes,5072,0.35849108399421664,1,Salmonidae,5072,0.35849108399421664,1,Oncorhynchus,5072,0.35849108399421664,1,Oncorhynchus keta,0,0,0
E001,ASV72,Actinopterygii,12050,0.8364570317923088,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV75,Elasmobranchii,2356,0.293535258413081,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV8,Actinopterygii,12050,0.8364570317923088,1,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV84,Actinopterygii,12050,0.8364570317923088,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Reinhardtius,0,0,0,Reinhardtius hippoglossoides,0,0,0
E001,ASV9,Elasmobranchii,2356,0.293535258413081,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV91,Elasmobranchii,2356,0.293535258413081,1,Rajiformes,0,0,0,Rajidae,0,0,0,Beringraja,0,0,0,Beringraja binoculata,0,0,0
E001,ASV97,Actinopterygii,12050,0.8364570317923088,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV1,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV10,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus nerka,7570,0.3450347801402957,1
E002,ASV11,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV12,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus kisutch,5731,0.6881608815470349,1
E002,ASV122,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV13,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus nerka,7570,0.3450347801402957,1
E002,ASV135,Actinopterygii,23193,0.9805106958653927,1,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E002,ASV137,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E002,ASV14,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes alutus,0,0,0
E002,ASV155,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV163,Actinopterygii,23193,0.9805106958653927,1,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV177,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV191,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV2,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV20,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus gorbuscha,0,0,0
E002,ASV21,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E002,ASV24,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV25,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV262,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossoides,0,0,0,Hippoglossoides elassodon,0,0,0
E002,ASV27,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes mystinus,0,0,0
E002,ASV271,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV286,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV297,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV30,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV31,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus/maliger,0,0,0
E002,ASV33,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV34,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV39,Actinopterygii,23193,0.9805106958653927,1,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E002,ASV4,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV41,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV45,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes crameri,0,0,0
E002,ASV46,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV47,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV5,Actinopterygii,23193,0.9805106958653927,1,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV50,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus gorbuscha,0,0,0
E002,ASV513,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV52,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Microstomus,0,0,0,Microstomus pacificus,0,0,0
E002,ASV534,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV58,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV6,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV616,Actinopterygii,23193,0.9805106958653927,1,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV62,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Eopsetta,0,0,0,Eopsetta jordani,0,0,0
E002,ASV633,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV67,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0
E002,ASV68,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV7,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E002,ASV70,Actinopterygii,23193,0.9805106958653927,1,Perciformes,0,0,0,Stichaeidae,0,0,0,Leptoclinus,0,0,0,Leptoclinus maculatus,0,0,0
E002,ASV719,Actinopterygii,23193,0.9805106958653927,1,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus keta,0,0,0
E002,ASV72,Actinopterygii,23193,0.9805106958653927,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV75,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV8,Actinopterygii,23193,0.9805106958653927,1,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV84,Actinopterygii,23193,0.9805106958653927,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Reinhardtius,0,0,0,Reinhardtius hippoglossoides,0,0,0
E002,ASV9,Elasmobranchii,461,0.03498039682255214,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV91,Elasmobranchii,461,0.03498039682255214,1,Rajiformes,0,0,0,Rajidae,0,0,0,Beringraja,0,0,0,Beringraja binoculata,0,0,0
E002,ASV97,Actinopterygii,23193,0.9805106958653927,1,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E003,ASV1,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV10,Actinopterygii,26060,0.9888066780497059,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV11,Actinopterygii,26060,0.9888066780497059,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV12,Actinopterygii,26060,0.9888066780497059,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus kisutch,0,0,0
E003,ASV122,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV13,Actinopterygii,26060,0.9888066780497059,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV135,Actinopterygii,26060,0.9888066780497059,1,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E003,ASV137,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E003,ASV14,Actinopterygii,26060,0.9888066780497059,1,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes alutus,6983,1,1
E003,ASV155,Elasmobranchii,295,0.020090344985103793,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.020090344985103793,1
E003,ASV163,Actinopterygii,26060,0.9888066780497059,1,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E003,ASV177,Elasmobranchii,295,0.020090344985103793,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.020090344985103793,1
E003,ASV191,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV2,Elasmobranchii,295,0.020090344985103793,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.020090344985103793,1
E003,ASV20,Actinopterygii,26060,0.9888066780497059,1,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E003,ASV21,Actinopterygii,26060,0.9888066780497059,1,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E003,ASV24,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV25,Actinopterygii,26060,0.9888066780497059,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E003,ASV262,Actinopterygii,26060,0.9888066780497059,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossoides,0,0,0,Hippoglossoides elassodon,0,0,0
E003,ASV27,Actinopterygii,26060,0.9888066780497059,1,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes mystinus,0,0,0
E003,ASV271,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV286,Actinopterygii,26060,0.9888066780497059,1,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV297,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV30,Actinopterygii,26060,0.9888066780497059,1,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.7238474672737621,1
E003,ASV31,Actinopterygii,26060,0.9888066780497059,1,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes caurinus/maliger,0,0,0
E003,ASV33,Actinopterygii,26060,0.9888066780497059,1,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
